parameter,param_type,participant,mean,2.5%,50%,97.5%,task,feedback,frame,time_pressure,task_label
alpha[2],alpha,2,2.0415201745624993,0.838534468701362,2.040842720749061,3.2815013464352423,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[3],alpha,3,2.0621490893082366,0.9908872093928772,2.043821687205112,3.2521261838156557,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[4],alpha,4,1.9531734794839855,0.7317073111218909,1.9747349252704183,3.0636627536645933,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[5],alpha,5,2.126006086488365,1.1229940324317786,2.081337334703596,3.425622277191495,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[6],alpha,6,2.034191790798851,0.8979169482771214,2.0253748954456547,3.254237899826454,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[7],alpha,7,1.9988721427157685,0.8102349976713242,2.0001509307676186,3.128071217483146,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[8],alpha,8,2.184971960351663,1.149083159812696,2.1243302363634964,3.5818743492919882,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[9],alpha,9,2.002309888031682,0.960995835856576,2.0016908526081503,3.0599970253358264,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[10],alpha,10,2.0640720414063805,1.0334381955093284,2.0492982148788723,3.250140814625751,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[11],alpha,11,1.9998290727634238,0.74984238205489,2.007446220339439,3.1668546185316,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[12],alpha,12,2.1304922719766015,1.0588211420914435,2.0889236160323987,3.517544751743648,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[13],alpha,13,1.9874761657624984,0.8341162234591877,1.995461750600088,3.1145387651134175,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[14],alpha,14,1.9571084438530886,0.707075973440122,1.9781478000718025,3.0813499287800243,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[15],alpha,15,2.075528304210043,0.975329514254048,2.050225348815289,3.3942363088972245,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[16],alpha,16,2.0183366725012863,0.884758285497161,2.0155766229593546,3.20103423282433,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[17],alpha,17,2.0047442575599876,0.824851786706243,2.0064240429510574,3.1873207296019275,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[18],alpha,18,1.980519811764177,0.775803281496212,2.00051294085437,3.109511964871179,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[19],alpha,19,2.0365631733589207,0.9893477894479962,2.02760907382181,3.126911570933541,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[20],alpha,20,1.9833033610550794,0.7889780160185786,1.9989679768269488,3.133077167435606,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[21],alpha,21,1.9585347898341805,0.6980414938581763,1.9784078273658934,3.0430519133777945,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[22],alpha,22,2.041465567075317,0.8781701124991578,2.0396792978126164,3.2517810098040623,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[23],alpha,23,2.14549186780818,1.1606747023348596,2.098661219820367,3.4518788031173258,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[24],alpha,24,1.955560851344185,0.7223135247037564,1.9721847310410046,3.044620212890301,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[25],alpha,25,2.0351063160549847,0.8317547149598598,2.0330682464515926,3.2675865513869864,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[26],alpha,26,2.0810439071768805,1.0332941561189488,2.0531522536961435,3.3278565196093037,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[27],alpha,27,1.8776768331654758,0.46252994049650914,1.9193775640175033,2.939390888324494,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[28],alpha,28,2.10099941772357,0.9888796913003397,2.070383447159678,3.441673704260198,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[29],alpha,29,2.0469741030852524,0.9875892359967358,2.031526843977253,3.2270651441651905,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[30],alpha,30,1.9788024511624578,0.7399068657987874,1.9950831305430496,3.123978490920714,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[31],alpha,31,1.9723018234429994,0.6975133951397096,1.9880952923510096,3.1173778499652722,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[32],alpha,32,2.0205924549731726,0.891939820502602,2.0183728149531674,3.1977388554597566,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[33],alpha,33,2.0515901996411485,0.9092620173327604,2.0384970388510464,3.2722994413504973,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[34],alpha,34,1.9835289342941465,0.8133289041172148,1.992745873383058,3.1092999960345655,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[35],alpha,35,2.0700363224233946,0.9334814656051273,2.054516335647648,3.3702119409903935,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[36],alpha,36,2.078201416414756,0.9898866498612314,2.052832139308389,3.3428361992357165,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[37],alpha,37,1.946614510135253,0.6715040622288321,1.9741573283903429,3.055553991670781,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[38],alpha,38,1.917162136221596,0.6819796137517786,1.9472990708667468,2.9566145541792173,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[39],alpha,39,2.048248748062817,0.9170079027437161,2.036246305843524,3.254405569498476,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[40],alpha,40,2.0533083926770836,0.9397934727502671,2.0449034628511935,3.2542823600689834,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[41],alpha,41,1.9788177879456927,0.7766239219279502,2.0003457127100677,3.095818244711833,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[42],alpha,42,2.1104554780204747,1.0147511445078188,2.070328368780124,3.4775391777487643,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[43],alpha,43,2.1342477768196404,1.0899021691696,2.091931652934655,3.4549901469902675,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[44],alpha,44,1.9987494191442183,0.7402231329055148,2.0057921153789735,3.168431019104011,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[45],alpha,45,2.1091847442703067,1.0422520857310944,2.067446510853737,3.402970198794857,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[46],alpha,46,1.9637994971699313,0.7262733281900955,1.9821168487454128,3.078932754815277,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[47],alpha,47,1.9973213109674735,0.7681918805345519,2.010201979585489,3.1868648875550902,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[48],alpha,48,2.062789133496369,0.9400805768960856,2.041567337470219,3.342486202638978,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[49],alpha,49,2.1639860532536535,1.1029709062828896,2.1074575829736473,3.668676381487091,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[50],alpha,50,1.981124370818617,0.7386816123578493,1.9927884266087916,3.122954887091114,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[51],alpha,51,1.971403740121564,0.7320859675040233,1.9801331432957086,3.1425254416035324,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[52],alpha,52,2.0092911076751108,0.8480706332321204,2.000742448948616,3.1379155581536873,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[53],alpha,53,1.9008106821324777,0.462933830781317,1.9419938510825825,2.962296096507928,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[54],alpha,54,2.1619516591080115,1.0541213025068321,2.101654767524621,3.660645552996326,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[55],alpha,55,2.0439159407253227,0.9109024903984635,2.0304013073083302,3.2712523135371034,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
alpha[56],alpha,56,1.9181687031633974,0.5979412109110069,1.953039207852401,3.0023474376862747,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[1],beta,1,-0.9743444033963685,-2.040477593213838,-0.9654808676586762,0.037440606991313144,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[2],beta,2,-0.6568303066961532,-1.7161181767486766,-0.6623677797130565,0.43900784613552235,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[3],beta,3,-0.32383347660825285,-1.2366061313218966,-0.33126189054301447,0.635205822899142,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[4],beta,4,-1.0780295685883858,-2.174114959560067,-1.0639507175598908,-0.03997187621287634,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[5],beta,5,-0.6074131099465088,-1.6862068411653683,-0.6126989000059507,0.49958111273220474,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[6],beta,6,-0.7384098048059486,-1.710968920549687,-0.7402016027401116,0.21628487780766467,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[7],beta,7,-0.44159204156168064,-1.4244728076195088,-0.4528545478319821,0.5741299140583035,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[8],beta,8,-1.5785539522652539,-2.8508492009128026,-1.5401885922805576,-0.503976363136575,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[9],beta,9,-0.654448199448605,-1.7846288651597277,-0.6670056067009542,0.5095570414187408,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[10],beta,10,-1.0590101446740805,-2.125837520787862,-1.047442871207132,-0.05314638952981388,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[11],beta,11,-0.5145887485970656,-1.586903587419254,-0.5271278626983047,0.6257535879341116,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[12],beta,12,-1.6892801584937074,-3.00105957153006,-1.651784564940792,-0.5745027021110599,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[13],beta,13,-0.561443343769947,-1.443365179302373,-0.5639224989193529,0.3356574872783115,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[14],beta,14,-1.2445448168210977,-2.4834393691190173,-1.2240376716876937,-0.08918817264149313,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[15],beta,15,-0.778569725146652,-1.8805507028386226,-0.7870928618953031,0.3374867750070669,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[16],beta,16,-0.938512611675985,-2.0998366168175853,-0.9329826310853209,0.17493605121360575,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[17],beta,17,-0.7047356985243299,-1.9095528689930803,-0.7089920177430497,0.5119494643817678,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[18],beta,18,-0.9140171713764368,-2.06029364589578,-0.896410554715696,0.16830289642212762,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[19],beta,19,-0.6558512330791616,-1.6953697736817623,-0.6758129681267839,0.42509424932573453,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[20],beta,20,-1.1114536697176998,-2.2457192783699975,-1.1052833859088018,-0.04787004497997771,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[21],beta,21,-0.28746468295149613,-1.3072859605712615,-0.3074276100625331,0.8255537847455773,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[22],beta,22,-1.5288122751421256,-2.7106792666025545,-1.503264955867758,-0.5037138333441636,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[23],beta,23,-1.455667260911799,-2.6461920655346653,-1.4281408135791502,-0.4236861169255748,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[24],beta,24,-0.5689340769908224,-1.571440671410811,-0.5780171750510963,0.4705739425859623,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[25],beta,25,-0.4841993103079693,-1.5486689414141277,-0.495898099036142,0.6541132445488047,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[26],beta,26,-0.6811519228854142,-1.7328236144712947,-0.6926182858081015,0.3897326128945647,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[27],beta,27,-0.8615671128286109,-1.9205479781225545,-0.8587531171511639,0.1719443116986121,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[28],beta,28,-0.6215751331444925,-1.6412339473977446,-0.6385065092019597,0.44210825287181976,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[29],beta,29,-1.0983248162553532,-2.163019913141188,-1.0867822792254667,-0.10549198358658123,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[30],beta,30,-0.9444416971612428,-2.0675895392820975,-0.9377329940802959,0.17630947806954975,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[31],beta,31,-1.1970055697264295,-2.282012449494895,-1.1930133938234269,-0.1557782792346508,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[32],beta,32,-0.3244366362390166,-1.352633681737501,-0.34785670186024886,0.8146238291508193,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[33],beta,33,-0.5353993066713305,-1.5636742713607392,-0.5488188563648685,0.5314358277201551,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[34],beta,34,-0.3723055869137217,-1.3735086554460267,-0.38543413807503246,0.6887672953812828,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[35],beta,35,-1.7635445374870167,-3.261508212384906,-1.7279839585959547,-0.5068948998660373,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[36],beta,36,-0.7044442041446654,-1.7811223846890576,-0.7113394015134817,0.3705461942018024,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[37],beta,37,-1.1731943264613425,-2.321598064737989,-1.1529145004160188,-0.1232893042207817,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[38],beta,38,-1.3389354765152433,-2.4349001331728544,-1.3315797020072129,-0.2917690850827948,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[39],beta,39,-0.797801770853286,-1.8562941336945102,-0.8026747080387353,0.25844559240699533,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[40],beta,40,-0.649879079986408,-1.6924681493141744,-0.6594404437900344,0.40334569345472127,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[41],beta,41,-0.8124987391535766,-1.7630710262444516,-0.8185069180714364,0.17151313602279014,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[42],beta,42,-1.861984325728541,-3.3382406066734185,-1.820479258533688,-0.6342282874916202,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[43],beta,43,-1.2420072343404895,-2.344903276563892,-1.2097380936417803,-0.2962158158811016,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[44],beta,44,-0.8685715807359511,-1.9755477955924172,-0.855800500168387,0.2051322671112084,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[45],beta,45,-0.47049814461006284,-1.434390751584728,-0.46430791191680487,0.48450188906897723,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[46],beta,46,-0.221906657318588,-1.2082210067326344,-0.2414544801461893,0.8356264724489968,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[47],beta,47,-0.9402896473154939,-2.070082460136785,-0.9329181547482495,0.15716440463830375,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[48],beta,48,-1.262581331840482,-2.3934292842829445,-1.2400091498608674,-0.2248762324021503,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[49],beta,49,-1.700407495496592,-2.9533362466334423,-1.6758970824021029,-0.6220407668367457,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
beta[50],beta,50,-0.9856812026646251,-2.002682622146648,-0.9793986100717554,-0.0031456103619746673,PartialtickNoTimelimited,Partial,Accept,No TP,Partial | Accept | No TP
