task,participant_id,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_10h34.27.259.csv,0.5240208333333334,0.525,0.425,0.625
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_11h42.55.429.csv,0.61325,0.625,0.525,0.7
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_11h44.40.392.csv,0.5862916666666667,0.6,0.475,0.675
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_11h48.02.587.csv,0.6549791666666667,0.65,0.55,0.75
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_12h23.53.752.csv,0.5103541666666667,0.5,0.425,0.6
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_12h24.02.619.csv,0.5841666666666666,0.575,0.475,0.7
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_12h24.58.522.csv,0.5011875,0.5,0.4,0.6
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_13h14.38.296.csv,0.8032916666666666,0.8,0.725,0.875
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_13h14.43.724.csv,0.5340416666666666,0.525,0.425,0.625
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_13h16.18.617.csv,0.5382916666666666,0.55,0.4475000000000002,0.625
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_13h51.56.59.csv,0.52525,0.525,0.425,0.625
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_13h56.52.788.csv,0.50575,0.5,0.4,0.6
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_15h23.23.995.csv,0.6633958333333333,0.675,0.575,0.75
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_15h23.31.848.csv,0.49852083333333336,0.5,0.4,0.6
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_15h23.39.464.csv,0.5004583333333333,0.5,0.4,0.6
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_16h35.04.300.csv,0.5012083333333334,0.5,0.4,0.6
FullcrossTimelimited,Mega_project_PARTICIPANT_SESSION_2025-11-26_16h39.13.99.csv,0.5839166666666666,0.575,0.475,0.675
