task,pair,participant_index,correlation
PartialcrossNoTimelimited,alpha_a vs alpha_b,1,-0.50787312857531
PartialcrossNoTimelimited,alpha_a vs alpha_b,2,-0.4458706098151519
PartialcrossNoTimelimited,alpha_a vs alpha_b,3,-0.5177379073898476
PartialcrossNoTimelimited,alpha_a vs alpha_b,4,-0.5307563232907573
PartialcrossNoTimelimited,alpha_a vs alpha_b,5,-0.5554193243369374
PartialcrossNoTimelimited,alpha_a vs alpha_b,6,-0.5256756804683251
PartialcrossNoTimelimited,alpha_a vs alpha_b,7,-0.4716459442269761
PartialcrossNoTimelimited,alpha_a vs alpha_b,8,-0.546196547949592
PartialcrossNoTimelimited,alpha_a vs alpha_b,9,-0.5502249538741728
PartialcrossNoTimelimited,alpha_a vs alpha_b,10,-0.5340766181417741
PartialcrossNoTimelimited,alpha_a vs alpha_b,11,-0.5074737781156606
PartialcrossNoTimelimited,alpha_a vs alpha_b,12,-0.5875167319387162
PartialcrossNoTimelimited,alpha_a vs alpha_b,13,-0.5645897548167499
PartialcrossNoTimelimited,alpha_a vs alpha_b,14,-0.5128178504350157
PartialcrossNoTimelimited,alpha_a vs alpha_b,15,-0.49979568896638027
PartialcrossNoTimelimited,alpha_a vs alpha_b,16,-0.5870350304132419
PartialcrossNoTimelimited,alpha_a vs alpha_b,17,-0.5511591096941332
PartialcrossNoTimelimited,alpha_a vs alpha_b,18,-0.5755592573801032
PartialcrossNoTimelimited,alpha_a vs alpha_b,19,-0.511508759058961
PartialcrossNoTimelimited,alpha_a vs alpha_b,20,-0.5264380741469837
PartialcrossNoTimelimited,alpha_a vs alpha_b,21,-0.5364412814195827
PartialcrossNoTimelimited,alpha_a vs alpha_b,22,-0.5355035335557291
PartialcrossNoTimelimited,alpha_a vs alpha_b,23,-0.5076016170729876
PartialcrossNoTimelimited,alpha_a vs alpha_b,24,-0.42180898715912596
PartialcrossNoTimelimited,alpha_a vs alpha_b,25,-0.6021900254239931
PartialcrossNoTimelimited,alpha_a vs alpha_b,26,-0.5571576213375776
PartialcrossNoTimelimited,alpha_a vs alpha_b,27,-0.42691470642559914
PartialcrossNoTimelimited,alpha_a vs alpha_b,28,-0.5528349746131102
PartialcrossNoTimelimited,alpha_a vs alpha_b,29,-0.6153587124192711
PartialcrossNoTimelimited,alpha_a vs alpha_b,30,-0.6195597709722565
PartialcrossNoTimelimited,alpha_a vs alpha_b,31,-0.5205277505624737
PartialcrossNoTimelimited,alpha_a vs alpha_b,32,-0.610070426798513
PartialcrossNoTimelimited,alpha_a vs alpha_b,33,-0.560360173416155
PartialcrossNoTimelimited,alpha_a vs alpha_b,34,-0.5827502903395358
PartialcrossNoTimelimited,alpha_a vs alpha_b,35,-0.5334657552500917
PartialcrossNoTimelimited,alpha_a vs alpha_b,36,-0.5481172660240554
PartialcrossNoTimelimited,alpha_a vs alpha_b,37,-0.5001763350116303
PartialcrossNoTimelimited,alpha_a vs alpha_b,38,-0.616650480468746
PartialcrossNoTimelimited,alpha_a vs alpha_b,39,-0.6098966051202925
PartialcrossNoTimelimited,alpha_a vs alpha_b,40,-0.44756322697426015
PartialcrossNoTimelimited,alpha_a vs alpha_b,41,-0.43407971523291594
PartialcrossNoTimelimited,alpha_a vs alpha_b,42,-0.5894358879055778
PartialcrossNoTimelimited,alpha_a vs alpha_b,43,-0.4822222750522735
PartialcrossNoTimelimited,alpha_a vs alpha_b,44,-0.48816143765844244
PartialcrossNoTimelimited,alpha_a vs alpha_b,45,-0.48808827499314894
PartialcrossNoTimelimited,alpha_a vs alpha_b,46,-0.5435080021140082
PartialcrossNoTimelimited,alpha_a vs alpha_b,47,-0.4934440357010865
PartialcrossNoTimelimited,alpha_a vs alpha_b,48,-0.42794129664275743
PartialcrossNoTimelimited,alpha_a vs alpha_b,49,-0.5454550669125727
PartialcrossNoTimelimited,alpha_a vs alpha_b,50,-0.5313532677136271
PartialcrossNoTimelimited,alpha_a vs alpha_b,51,-0.5966058251740699
PartialcrossNoTimelimited,alpha_a vs alpha_b,52,-0.5271827106312028
PartialcrossNoTimelimited,alpha_a vs alpha_b,53,-0.4591400836643138
PartialcrossNoTimelimited,alpha_a vs alpha_b,54,-0.588860591659902
PartialcrossNoTimelimited,alpha_a vs alpha_b,55,-0.5270870587127734
PartialcrossNoTimelimited,alpha_a vs alpha_b,56,-0.5051440365301072
PartialcrossNoTimelimited,beta_a vs beta_b,1,-0.5893608434077741
PartialcrossNoTimelimited,beta_a vs beta_b,2,-0.719321362389817
PartialcrossNoTimelimited,beta_a vs beta_b,3,-0.6612337492814901
PartialcrossNoTimelimited,beta_a vs beta_b,4,-0.7037499924301976
PartialcrossNoTimelimited,beta_a vs beta_b,5,-0.7107990683184576
PartialcrossNoTimelimited,beta_a vs beta_b,6,-0.6412119027306545
PartialcrossNoTimelimited,beta_a vs beta_b,7,-0.6714006865461984
PartialcrossNoTimelimited,beta_a vs beta_b,8,-0.8963089407867467
PartialcrossNoTimelimited,beta_a vs beta_b,9,-0.8337406780113465
PartialcrossNoTimelimited,beta_a vs beta_b,10,-0.6477137932565025
PartialcrossNoTimelimited,beta_a vs beta_b,11,-0.637600547310746
PartialcrossNoTimelimited,beta_a vs beta_b,12,-0.8311993244692035
PartialcrossNoTimelimited,beta_a vs beta_b,13,-0.8103338400728911
PartialcrossNoTimelimited,beta_a vs beta_b,14,-0.7992617869539699
PartialcrossNoTimelimited,beta_a vs beta_b,15,-0.5858922334850749
PartialcrossNoTimelimited,beta_a vs beta_b,16,-0.7305782505079084
PartialcrossNoTimelimited,beta_a vs beta_b,17,-0.6382211021919814
PartialcrossNoTimelimited,beta_a vs beta_b,18,-0.8021163733886847
PartialcrossNoTimelimited,beta_a vs beta_b,19,-0.8061189714732026
PartialcrossNoTimelimited,beta_a vs beta_b,20,-0.642882612786375
PartialcrossNoTimelimited,beta_a vs beta_b,21,-0.6401913309251126
PartialcrossNoTimelimited,beta_a vs beta_b,22,-0.6366865962112761
PartialcrossNoTimelimited,beta_a vs beta_b,23,-0.6639700427217557
PartialcrossNoTimelimited,beta_a vs beta_b,24,-0.6838672708638407
PartialcrossNoTimelimited,beta_a vs beta_b,25,-0.7717647336447044
PartialcrossNoTimelimited,beta_a vs beta_b,26,-0.9077790596584867
PartialcrossNoTimelimited,beta_a vs beta_b,27,-0.724616981187377
PartialcrossNoTimelimited,beta_a vs beta_b,28,-0.6689776865996534
PartialcrossNoTimelimited,beta_a vs beta_b,29,-0.92879860693931
PartialcrossNoTimelimited,beta_a vs beta_b,30,-0.9256077446732504
PartialcrossNoTimelimited,beta_a vs beta_b,31,-0.753781060147676
PartialcrossNoTimelimited,beta_a vs beta_b,32,-0.8832905587993041
PartialcrossNoTimelimited,beta_a vs beta_b,33,-0.6515189056615005
PartialcrossNoTimelimited,beta_a vs beta_b,34,-0.702127348428433
PartialcrossNoTimelimited,beta_a vs beta_b,35,-0.9310504866030102
PartialcrossNoTimelimited,beta_a vs beta_b,36,-0.7231114245025978
PartialcrossNoTimelimited,beta_a vs beta_b,37,-0.6831078637361481
PartialcrossNoTimelimited,beta_a vs beta_b,38,-0.9257623893019741
PartialcrossNoTimelimited,beta_a vs beta_b,39,-0.8558721955986595
PartialcrossNoTimelimited,beta_a vs beta_b,40,-0.6971467542728281
PartialcrossNoTimelimited,beta_a vs beta_b,41,-0.6865797591933228
PartialcrossNoTimelimited,beta_a vs beta_b,42,-0.9057881134908461
PartialcrossNoTimelimited,beta_a vs beta_b,43,-0.638392193577604
PartialcrossNoTimelimited,beta_a vs beta_b,44,-0.597135707002495
PartialcrossNoTimelimited,beta_a vs beta_b,45,-0.6493525465627346
PartialcrossNoTimelimited,beta_a vs beta_b,46,-0.6318437305740057
PartialcrossNoTimelimited,beta_a vs beta_b,47,-0.6711507341998918
PartialcrossNoTimelimited,beta_a vs beta_b,48,-0.750042676985774
PartialcrossNoTimelimited,beta_a vs beta_b,49,-0.684485861117375
PartialcrossNoTimelimited,beta_a vs beta_b,50,-0.6389451860819458
PartialcrossNoTimelimited,beta_a vs beta_b,51,-0.8956149323378161
PartialcrossNoTimelimited,beta_a vs beta_b,52,-0.6630317040734954
PartialcrossNoTimelimited,beta_a vs beta_b,53,-0.6508550726495493
PartialcrossNoTimelimited,beta_a vs beta_b,54,-0.8154224022279308
PartialcrossNoTimelimited,beta_a vs beta_b,55,-0.6518664059699236
PartialcrossNoTimelimited,beta_a vs beta_b,56,-0.617829104838635
PartialcrossNoTimelimited,gamma_a vs gamma_b,1,-0.8159573764884444
PartialcrossNoTimelimited,gamma_a vs gamma_b,2,-0.7924192466814757
PartialcrossNoTimelimited,gamma_a vs gamma_b,3,-0.7845727409754187
PartialcrossNoTimelimited,gamma_a vs gamma_b,4,-0.7604443864734437
PartialcrossNoTimelimited,gamma_a vs gamma_b,5,-0.754233548196418
PartialcrossNoTimelimited,gamma_a vs gamma_b,6,-0.7986547455365888
PartialcrossNoTimelimited,gamma_a vs gamma_b,7,-0.7784355756548821
PartialcrossNoTimelimited,gamma_a vs gamma_b,8,-0.6358724290110366
PartialcrossNoTimelimited,gamma_a vs gamma_b,9,-0.6753563013684882
PartialcrossNoTimelimited,gamma_a vs gamma_b,10,-0.783613951080447
PartialcrossNoTimelimited,gamma_a vs gamma_b,11,-0.865737044568017
PartialcrossNoTimelimited,gamma_a vs gamma_b,12,-0.7544945170244741
PartialcrossNoTimelimited,gamma_a vs gamma_b,13,-0.4980802969917129
PartialcrossNoTimelimited,gamma_a vs gamma_b,14,-0.753116900621263
PartialcrossNoTimelimited,gamma_a vs gamma_b,15,-0.804853034759243
PartialcrossNoTimelimited,gamma_a vs gamma_b,16,-0.7792077426882631
PartialcrossNoTimelimited,gamma_a vs gamma_b,17,-0.7723720559950309
PartialcrossNoTimelimited,gamma_a vs gamma_b,18,-0.7683319457991639
PartialcrossNoTimelimited,gamma_a vs gamma_b,19,-0.6838470845443453
PartialcrossNoTimelimited,gamma_a vs gamma_b,20,-0.8183176029574123
PartialcrossNoTimelimited,gamma_a vs gamma_b,21,-0.8270871114472688
PartialcrossNoTimelimited,gamma_a vs gamma_b,22,-0.8383405606656507
PartialcrossNoTimelimited,gamma_a vs gamma_b,23,-0.799097991450327
PartialcrossNoTimelimited,gamma_a vs gamma_b,24,-0.7931051712257595
PartialcrossNoTimelimited,gamma_a vs gamma_b,25,-0.7392022636668101
PartialcrossNoTimelimited,gamma_a vs gamma_b,26,-0.42904239944971617
PartialcrossNoTimelimited,gamma_a vs gamma_b,27,-0.7936193796160256
PartialcrossNoTimelimited,gamma_a vs gamma_b,28,-0.7459874786918127
PartialcrossNoTimelimited,gamma_a vs gamma_b,29,-0.5670120965045669
PartialcrossNoTimelimited,gamma_a vs gamma_b,30,-0.4552947085708804
PartialcrossNoTimelimited,gamma_a vs gamma_b,31,-0.7436432304136208
PartialcrossNoTimelimited,gamma_a vs gamma_b,32,-0.696668748069901
PartialcrossNoTimelimited,gamma_a vs gamma_b,33,-0.7756703394244323
PartialcrossNoTimelimited,gamma_a vs gamma_b,34,-0.7449261285327149
PartialcrossNoTimelimited,gamma_a vs gamma_b,35,-0.4635524040123661
PartialcrossNoTimelimited,gamma_a vs gamma_b,36,-0.7568371013620044
PartialcrossNoTimelimited,gamma_a vs gamma_b,37,-0.8240429413806943
PartialcrossNoTimelimited,gamma_a vs gamma_b,38,-0.5219601292327124
PartialcrossNoTimelimited,gamma_a vs gamma_b,39,-0.7283189099086402
PartialcrossNoTimelimited,gamma_a vs gamma_b,40,-0.8348393013831297
PartialcrossNoTimelimited,gamma_a vs gamma_b,41,-0.8084278442367677
PartialcrossNoTimelimited,gamma_a vs gamma_b,42,-0.47540440427224395
PartialcrossNoTimelimited,gamma_a vs gamma_b,43,-0.7922391108241641
PartialcrossNoTimelimited,gamma_a vs gamma_b,44,-0.8136747163618592
PartialcrossNoTimelimited,gamma_a vs gamma_b,45,-0.7932818485707364
PartialcrossNoTimelimited,gamma_a vs gamma_b,46,-0.7737344013309668
PartialcrossNoTimelimited,gamma_a vs gamma_b,47,-0.767574147313714
PartialcrossNoTimelimited,gamma_a vs gamma_b,48,-0.8015440200897332
PartialcrossNoTimelimited,gamma_a vs gamma_b,49,-0.770366379694378
PartialcrossNoTimelimited,gamma_a vs gamma_b,50,-0.7890057976625605
PartialcrossNoTimelimited,gamma_a vs gamma_b,51,-0.7254596621392443
PartialcrossNoTimelimited,gamma_a vs gamma_b,52,-0.7878034825398706
PartialcrossNoTimelimited,gamma_a vs gamma_b,53,-0.8368718728132025
PartialcrossNoTimelimited,gamma_a vs gamma_b,54,-0.6656609417963624
PartialcrossNoTimelimited,gamma_a vs gamma_b,55,-0.7701859919418901
PartialcrossNoTimelimited,gamma_a vs gamma_b,56,-0.801997660596487
PartialcrossTimelimited,alpha_a vs alpha_b,1,-0.2368069942395113
PartialcrossTimelimited,alpha_a vs alpha_b,2,-0.31730564317658766
PartialcrossTimelimited,alpha_a vs alpha_b,3,-0.3247246971121029
PartialcrossTimelimited,alpha_a vs alpha_b,4,-0.282015528430316
PartialcrossTimelimited,alpha_a vs alpha_b,5,-0.6204267202917096
PartialcrossTimelimited,alpha_a vs alpha_b,6,-0.1881294631992183
PartialcrossTimelimited,alpha_a vs alpha_b,7,-0.16941613907070793
PartialcrossTimelimited,alpha_a vs alpha_b,8,-0.4792027808925144
PartialcrossTimelimited,alpha_a vs alpha_b,9,-0.4760243130317391
PartialcrossTimelimited,alpha_a vs alpha_b,10,-0.46831871553851523
PartialcrossTimelimited,alpha_a vs alpha_b,11,-0.06569886090120321
PartialcrossTimelimited,alpha_a vs alpha_b,12,-0.6367953728456256
PartialcrossTimelimited,alpha_a vs alpha_b,13,-0.16841681020205904
PartialcrossTimelimited,alpha_a vs alpha_b,14,-0.3752397156737069
PartialcrossTimelimited,alpha_a vs alpha_b,15,-0.36617616341818615
PartialcrossTimelimited,alpha_a vs alpha_b,16,-0.2427602924226365
PartialcrossTimelimited,alpha_a vs alpha_b,17,-0.3589341614303348
PartialcrossTimelimited,alpha_a vs alpha_b,18,-0.5722620368981626
PartialcrossTimelimited,alpha_a vs alpha_b,19,-0.37354337661384457
PartialcrossTimelimited,alpha_a vs alpha_b,20,-0.15680413686378128
PartialcrossTimelimited,alpha_a vs alpha_b,21,-0.14711208287957145
PartialcrossTimelimited,alpha_a vs alpha_b,22,-0.1291342946552175
PartialcrossTimelimited,alpha_a vs alpha_b,23,-0.14747269343123737
PartialcrossTimelimited,alpha_a vs alpha_b,24,-0.18430639164691193
PartialcrossTimelimited,alpha_a vs alpha_b,25,-0.11233053358058459
PartialcrossTimelimited,alpha_a vs alpha_b,26,-0.5097705046573492
PartialcrossTimelimited,alpha_a vs alpha_b,27,-0.2997667336179769
PartialcrossTimelimited,alpha_a vs alpha_b,28,-0.15205985293366792
PartialcrossTimelimited,alpha_a vs alpha_b,29,-0.26202640423457557
PartialcrossTimelimited,alpha_a vs alpha_b,30,-0.32606806373803177
PartialcrossTimelimited,alpha_a vs alpha_b,31,-0.4607715112126846
PartialcrossTimelimited,alpha_a vs alpha_b,32,-0.15231611191371877
PartialcrossTimelimited,alpha_a vs alpha_b,33,-0.17844038044701382
PartialcrossTimelimited,alpha_a vs alpha_b,34,-0.2540220897324248
PartialcrossTimelimited,alpha_a vs alpha_b,35,-0.16469086026207422
PartialcrossTimelimited,alpha_a vs alpha_b,36,-0.3328613722902424
PartialcrossTimelimited,alpha_a vs alpha_b,37,-0.12538251889469954
PartialcrossTimelimited,alpha_a vs alpha_b,38,-0.3412796441195897
PartialcrossTimelimited,alpha_a vs alpha_b,39,-0.16692222450149966
PartialcrossTimelimited,alpha_a vs alpha_b,40,-0.124244167710081
PartialcrossTimelimited,alpha_a vs alpha_b,41,-0.1394702586041015
PartialcrossTimelimited,alpha_a vs alpha_b,42,-0.24602795654808063
PartialcrossTimelimited,alpha_a vs alpha_b,43,-0.6947189781062574
PartialcrossTimelimited,alpha_a vs alpha_b,44,-0.11871208947267857
PartialcrossTimelimited,alpha_a vs alpha_b,45,-0.11663790351149395
PartialcrossTimelimited,alpha_a vs alpha_b,46,-0.15464772664535575
PartialcrossTimelimited,alpha_a vs alpha_b,47,-0.39034076177194255
PartialcrossTimelimited,alpha_a vs alpha_b,48,-0.20340382211614197
PartialcrossTimelimited,alpha_a vs alpha_b,49,-0.17534069333172914
PartialcrossTimelimited,alpha_a vs alpha_b,50,-0.2181277873487168
PartialcrossTimelimited,alpha_a vs alpha_b,51,-0.19813840387808482
PartialcrossTimelimited,alpha_a vs alpha_b,52,-0.46793587555745836
PartialcrossTimelimited,alpha_a vs alpha_b,53,-0.14190068362355382
PartialcrossTimelimited,alpha_a vs alpha_b,54,-0.11477731618201287
PartialcrossTimelimited,alpha_a vs alpha_b,55,-0.43331994324262424
PartialcrossTimelimited,alpha_a vs alpha_b,56,-0.21175577847181046
PartialcrossTimelimited,beta_a vs beta_b,1,-0.5339928840745651
PartialcrossTimelimited,beta_a vs beta_b,2,-0.709150237067024
PartialcrossTimelimited,beta_a vs beta_b,3,-0.6766748611212413
PartialcrossTimelimited,beta_a vs beta_b,4,-0.6250369030013413
PartialcrossTimelimited,beta_a vs beta_b,5,-0.8544864814181764
PartialcrossTimelimited,beta_a vs beta_b,6,-0.629899771039617
PartialcrossTimelimited,beta_a vs beta_b,7,-0.46150211478561226
PartialcrossTimelimited,beta_a vs beta_b,8,-0.8041103660791027
PartialcrossTimelimited,beta_a vs beta_b,9,-0.7988006841027355
PartialcrossTimelimited,beta_a vs beta_b,10,-0.7656550237407896
PartialcrossTimelimited,beta_a vs beta_b,11,-0.6162301217662345
PartialcrossTimelimited,beta_a vs beta_b,12,-0.891037848889753
PartialcrossTimelimited,beta_a vs beta_b,13,-0.3538244491186565
PartialcrossTimelimited,beta_a vs beta_b,14,-0.3280938682651072
PartialcrossTimelimited,beta_a vs beta_b,15,-0.650735696439081
PartialcrossTimelimited,beta_a vs beta_b,16,-0.6782576024253256
PartialcrossTimelimited,beta_a vs beta_b,17,-0.826896361339027
PartialcrossTimelimited,beta_a vs beta_b,18,-0.8082894253312151
PartialcrossTimelimited,beta_a vs beta_b,19,-0.618123059876284
PartialcrossTimelimited,beta_a vs beta_b,20,-0.5418822389159514
PartialcrossTimelimited,beta_a vs beta_b,21,-0.526986863641463
PartialcrossTimelimited,beta_a vs beta_b,22,-0.5560083431270487
PartialcrossTimelimited,beta_a vs beta_b,23,-0.5222354160167013
PartialcrossTimelimited,beta_a vs beta_b,24,-0.4325727124466682
PartialcrossTimelimited,beta_a vs beta_b,25,-0.5832747092806616
PartialcrossTimelimited,beta_a vs beta_b,26,-0.7838284438383282
PartialcrossTimelimited,beta_a vs beta_b,27,-0.5823281603639744
PartialcrossTimelimited,beta_a vs beta_b,28,-0.615419734172889
PartialcrossTimelimited,beta_a vs beta_b,29,-0.699876706197647
PartialcrossTimelimited,beta_a vs beta_b,30,-0.6891057635399377
PartialcrossTimelimited,beta_a vs beta_b,31,-0.8815755262053392
PartialcrossTimelimited,beta_a vs beta_b,32,-0.5729328107181616
PartialcrossTimelimited,beta_a vs beta_b,33,-0.5040757769589422
PartialcrossTimelimited,beta_a vs beta_b,34,-0.5927696852186013
PartialcrossTimelimited,beta_a vs beta_b,35,-0.42319757853748285
PartialcrossTimelimited,beta_a vs beta_b,36,-0.5878343866297735
PartialcrossTimelimited,beta_a vs beta_b,37,-0.545809617142528
PartialcrossTimelimited,beta_a vs beta_b,38,-0.3585265990291256
PartialcrossTimelimited,beta_a vs beta_b,39,-0.4560919818521141
PartialcrossTimelimited,beta_a vs beta_b,40,-0.5886814731239087
PartialcrossTimelimited,beta_a vs beta_b,41,-0.6104068652556042
PartialcrossTimelimited,beta_a vs beta_b,42,-0.4756889470005237
PartialcrossTimelimited,beta_a vs beta_b,43,-0.85448078578930875
PartialcrossTimelimited,beta_a vs beta_b,44,-0.5716071388128009
PartialcrossTimelimited,beta_a vs beta_b,45,-0.5144704209280058
PartialcrossTimelimited,beta_a vs beta_b,46,-0.46550242207940096
PartialcrossTimelimited,beta_a vs beta_b,47,-0.6541211921156973
PartialcrossTimelimited,beta_a vs beta_b,48,-0.37074499749849343
PartialcrossTimelimited,beta_a vs beta_b,49,-0.46525899824849293
PartialcrossTimelimited,beta_a vs beta_b,50,-0.43317290955962123
PartialcrossTimelimited,beta_a vs beta_b,51,-0.549160747552667
PartialcrossTimelimited,beta_a vs beta_b,52,-0.81240962793794
PartialcrossTimelimited,beta_a vs beta_b,53,-0.4635982735236758
PartialcrossTimelimited,beta_a vs beta_b,54,-0.5626912373248499
PartialcrossTimelimited,beta_a vs beta_b,55,-0.7536316257150936
PartialcrossTimelimited,beta_a vs beta_b,56,-0.44651548107538563
PartialcrossTimelimited,gamma_a vs gamma_b,1,-0.8031928381832194
PartialcrossTimelimited,gamma_a vs gamma_b,2,-0.7788508337123676
PartialcrossTimelimited,gamma_a vs gamma_b,3,-0.7768208529049015
PartialcrossTimelimited,gamma_a vs gamma_b,4,-0.7637028608010962
PartialcrossTimelimited,gamma_a vs gamma_b,5,-0.6864463672456234
PartialcrossTimelimited,gamma_a vs gamma_b,6,-0.8159672118184648
PartialcrossTimelimited,gamma_a vs gamma_b,7,-0.7993789916341876
PartialcrossTimelimited,gamma_a vs gamma_b,8,-0.6577351114440644
PartialcrossTimelimited,gamma_a vs gamma_b,9,-0.7445830346063499
PartialcrossTimelimited,gamma_a vs gamma_b,10,-0.7287509176611562
PartialcrossTimelimited,gamma_a vs gamma_b,11,-0.7910192466813372
PartialcrossTimelimited,gamma_a vs gamma_b,12,-0.7066338537502888
PartialcrossTimelimited,gamma_a vs gamma_b,13,-0.7759870916646272
PartialcrossTimelimited,gamma_a vs gamma_b,14,-0.5301720863358639
PartialcrossTimelimited,gamma_a vs gamma_b,15,-0.7523760082740262
PartialcrossTimelimited,gamma_a vs gamma_b,16,-0.7771652850978408
PartialcrossTimelimited,gamma_a vs gamma_b,17,-0.4453064956563294
PartialcrossTimelimited,gamma_a vs gamma_b,18,-0.6099271021606923
PartialcrossTimelimited,gamma_a vs gamma_b,19,-0.759427463129773
PartialcrossTimelimited,gamma_a vs gamma_b,20,-0.8585653784562797
PartialcrossTimelimited,gamma_a vs gamma_b,21,-0.8766453068813923
PartialcrossTimelimited,gamma_a vs gamma_b,22,-0.8749195780894173
PartialcrossTimelimited,gamma_a vs gamma_b,23,-0.8023329560590995
PartialcrossTimelimited,gamma_a vs gamma_b,24,-0.7934454585582285
PartialcrossTimelimited,gamma_a vs gamma_b,25,-0.803736216042609
PartialcrossTimelimited,gamma_a vs gamma_b,26,-0.714805948509445
PartialcrossTimelimited,gamma_a vs gamma_b,27,-0.8014211288728987
PartialcrossTimelimited,gamma_a vs gamma_b,28,-0.8016055016228398
PartialcrossTimelimited,gamma_a vs gamma_b,29,-0.7759962509751401
PartialcrossTimelimited,gamma_a vs gamma_b,30,-0.7754156418528466
PartialcrossTimelimited,gamma_a vs gamma_b,31,-0.6378281031223669
PartialcrossTimelimited,gamma_a vs gamma_b,32,-0.777066128101469
PartialcrossTimelimited,gamma_a vs gamma_b,33,-0.7778195457246038
PartialcrossTimelimited,gamma_a vs gamma_b,34,-0.7830992690101556
PartialcrossTimelimited,gamma_a vs gamma_b,35,-0.8032346780953571
PartialcrossTimelimited,gamma_a vs gamma_b,36,-0.7790946911793178
PartialcrossTimelimited,gamma_a vs gamma_b,37,-0.8065656166770145
PartialcrossTimelimited,gamma_a vs gamma_b,38,-0.6236893510242602
PartialcrossTimelimited,gamma_a vs gamma_b,39,-0.7966127457255167
PartialcrossTimelimited,gamma_a vs gamma_b,40,-0.7942936293497458
PartialcrossTimelimited,gamma_a vs gamma_b,41,-0.7928906616958828
PartialcrossTimelimited,gamma_a vs gamma_b,42,-0.8461253131141835
PartialcrossTimelimited,gamma_a vs gamma_b,43,-0.5609760305815766
PartialcrossTimelimited,gamma_a vs gamma_b,44,-0.8186601129447237
PartialcrossTimelimited,gamma_a vs gamma_b,45,-0.8272540797928464
PartialcrossTimelimited,gamma_a vs gamma_b,46,-0.7975474754560009
PartialcrossTimelimited,gamma_a vs gamma_b,47,-0.7646687469616379
PartialcrossTimelimited,gamma_a vs gamma_b,48,-0.8022388878879636
PartialcrossTimelimited,gamma_a vs gamma_b,49,-0.795916908483784
PartialcrossTimelimited,gamma_a vs gamma_b,50,-0.7831242423373164
PartialcrossTimelimited,gamma_a vs gamma_b,51,-0.8289985770877126
PartialcrossTimelimited,gamma_a vs gamma_b,52,-0.690003283722414
PartialcrossTimelimited,gamma_a vs gamma_b,53,-0.7848219421232472
PartialcrossTimelimited,gamma_a vs gamma_b,54,-0.7862811780119063
PartialcrossTimelimited,gamma_a vs gamma_b,55,-0.7397498268583119
PartialcrossTimelimited,gamma_a vs gamma_b,56,-0.8245014345116373
PartialtickNoTimelimited,alpha_a vs alpha_b,1,-0.5366345434189618
PartialtickNoTimelimited,alpha_a vs alpha_b,2,-0.6332068691603465
PartialtickNoTimelimited,alpha_a vs alpha_b,3,-0.7104754896229261
PartialtickNoTimelimited,alpha_a vs alpha_b,4,-0.6531775800675723
PartialtickNoTimelimited,alpha_a vs alpha_b,5,-0.5734215032887248
PartialtickNoTimelimited,alpha_a vs alpha_b,6,-0.5881002978074478
PartialtickNoTimelimited,alpha_a vs alpha_b,7,-0.4917934096966623
PartialtickNoTimelimited,alpha_a vs alpha_b,8,-0.639620923941944
PartialtickNoTimelimited,alpha_a vs alpha_b,9,-0.594909966365088
PartialtickNoTimelimited,alpha_a vs alpha_b,10,-0.6011879932352963
PartialtickNoTimelimited,alpha_a vs alpha_b,11,-0.4821961713380818
PartialtickNoTimelimited,alpha_a vs alpha_b,12,-0.6143644749219347
PartialtickNoTimelimited,alpha_a vs alpha_b,13,-0.6089458816053466
PartialtickNoTimelimited,alpha_a vs alpha_b,14,-0.7439888410299814
PartialtickNoTimelimited,alpha_a vs alpha_b,15,-0.6369642519914824
PartialtickNoTimelimited,alpha_a vs alpha_b,16,-0.6401127106453303
PartialtickNoTimelimited,alpha_a vs alpha_b,17,-0.4654406531008618
PartialtickNoTimelimited,alpha_a vs alpha_b,18,-0.5950206266085851
PartialtickNoTimelimited,alpha_a vs alpha_b,19,-0.547385465234986
PartialtickNoTimelimited,alpha_a vs alpha_b,20,-0.6911777799518044
PartialtickNoTimelimited,alpha_a vs alpha_b,21,-0.5194017730397371
PartialtickNoTimelimited,alpha_a vs alpha_b,22,-0.7532985080645428
PartialtickNoTimelimited,alpha_a vs alpha_b,23,-0.6044248082505752
PartialtickNoTimelimited,alpha_a vs alpha_b,24,-0.7126159393374863
PartialtickNoTimelimited,alpha_a vs alpha_b,25,-0.657332325326668
PartialtickNoTimelimited,alpha_a vs alpha_b,26,-0.6211294614430768
PartialtickNoTimelimited,alpha_a vs alpha_b,27,-0.6239148968020001
PartialtickNoTimelimited,alpha_a vs alpha_b,28,-0.6656141422826615
PartialtickNoTimelimited,alpha_a vs alpha_b,29,-0.5757420953421242
PartialtickNoTimelimited,alpha_a vs alpha_b,30,-0.7762949883226421
PartialtickNoTimelimited,alpha_a vs alpha_b,31,-0.602479592472529
PartialtickNoTimelimited,alpha_a vs alpha_b,32,-0.6731046356267262
PartialtickNoTimelimited,alpha_a vs alpha_b,33,-0.5334165015339679
PartialtickNoTimelimited,alpha_a vs alpha_b,34,-0.4756486028887284
PartialtickNoTimelimited,alpha_a vs alpha_b,35,-0.6737370825015869
PartialtickNoTimelimited,alpha_a vs alpha_b,36,-0.5906874852060111
PartialtickNoTimelimited,alpha_a vs alpha_b,37,-0.5892999472736309
PartialtickNoTimelimited,alpha_a vs alpha_b,38,-0.7047174962040382
PartialtickNoTimelimited,alpha_a vs alpha_b,39,-0.6853323203958477
