task,parameter,mean,median,sd,q025,q10,q90,q975
FulltickNoTimelimited,mu_alpha_pos_logit,0.7194959420478292,0.6956864728152099,0.38721319273333005,0.05724176119564549,0.23225231296111162,1.2161642548737412,1.5388249354416916
FulltickNoTimelimited,mu_beta_slope,0.22976119209290852,0.22911172847539224,0.2680737518470446,-0.29202693359200016,-0.09699427162219772,0.5699350446129683,0.7622994133795677
FulltickNoTimelimited,mu_bias,0.03607618072150472,0.03588103800648078,0.027786039629783727,-0.021383618110005283,8.542927908157424e-4,0.07182385477047726,0.08958592620186677
FulltickNoTimelimited,mu_gamma,-0.09471886861839289,-0.09721271392504907,0.0810436885921553,-0.25443472722712773,-0.20076376467468104,0.009870738049033382,0.06146801857970128
FulltickNoTimelimited,mu_log_beta0,0.21984331384748867,0.22711727661838715,0.2896802009820188,-0.38560226948100135,-0.15063364627811643,0.5773521697090914,0.7513243993772057
FulltickNoTimelimited,sigma_alpha_neg,0.9881771025618324,0.9518257650060825,0.6243243430191471,0.04730926787327183,0.16316332620084112,1.8282760071309725,2.207969611528915
FulltickNoTimelimited,sigma_alpha_pos,0.5700460760986139,0.5066725469120794,0.3773343058308378,0.04212651154314727,0.12913116224058063,1.0789534538862129,1.4179759386839097
FulltickNoTimelimited,sigma_beta_slope,0.23681339377275648,0.19598064846010477,0.17359077720799732,0.012249018581857712,0.040857586984666946,0.4794645357943612,0.6588789320287575
FulltickNoTimelimited,sigma_bias,0.04935200061884271,0.044988867372162934,0.03434874540105481,0.00257125337933467,0.007815464671315945,0.09742773871506069,0.1282246914528227
FulltickNoTimelimited,sigma_gamma,0.563598879394488,0.5613444849178137,0.08381756237580743,0.40723710014947806,0.45602296209960813,0.670101117405779,0.7391405858497221
FulltickNoTimelimited,sigma_log_beta0,1.0595031942303235,1.0430035059046225,0.19502827945542373,0.7315008356880858,0.8295715591204317,1.3110411256003502,1.4927637151291266
FulltickNoTimelimited4060,alpha_neg_pop,0.07596814088356553,0.06668633818260863,0.042218786213693994,0.024065346263605836,0.033857727873729766,0.12811443961816182,0.17933157235234726
FulltickNoTimelimited4060,alpha_pos_pop,0.07579146600729586,0.06944475397480848,0.036144722502178664,0.028112710582665033,0.03801569004846402,0.11991478219111804,0.16627154564924188
FulltickNoTimelimited4060,mu_alpha_neg_logit,-2.627828384949158,-2.6387412505176133,0.5536736649819395,-3.702622877605116,-3.3511455033043487,-1.9177344336422562,-1.5208827238153275
FulltickNoTimelimited4060,mu_alpha_pos_logit,-2.601189241897183,-2.595249986346813,0.48837803132607266,-3.5430180864442797,-3.2309992309658906,-1.9932374281651506,-1.6122880189234432
FulltickNoTimelimited4060,mu_beta_slope,1.7440306180854939,1.730517906024564,0.35941115082101055,1.0916289161026351,1.2955848040145366,2.2330503147345775,2.493493839291302
FulltickNoTimelimited4060,mu_bias,-0.11320037914703554,-0.11304343486802884,0.07117658808157654,-0.25596907235626515,-0.20446610597144774,-0.02448524453026554,0.027272643451781157
FulltickNoTimelimited4060,mu_gamma,0.3758118580748964,0.38155261328123974,0.14430786534677584,0.06831567552861234,0.18728768196956772,0.5590035874307264,0.6433920078033737
FulltickNoTimelimited4060,mu_log_beta0,1.6852446429331733,1.6734341870530445,0.32632405952405974,1.0767008046012327,1.2701569675912516,2.129560164301464,2.319214441787559
FulltickNoTimelimited4060,sigma_alpha_neg,0.404728248682406,0.32494487005099715,0.3297471400731386,0.021394870987726525,0.06407754466504322,0.8449358136536969,1.214140374949203
FulltickNoTimelimited4060,sigma_alpha_pos,0.3957575100740005,0.3157302267906743,0.32236890459276885,0.010185859893533013,0.05497852193642048,0.8533117797587568,1.1637216503810075
