parameter,task_a,task_b,n_draws_used,diff_mean,diff_median,diff_q025,diff_q10,diff_q90,diff_q975,p_diff_gt_0,posterior_tail_p
mu_beta,PartialcrossNoTimelimited,PartialtickTimelimited,6000,0.43768131490341927,0.43666920540273996,0.037884858570191256,0.17127199526480338,0.7003265486590303,0.8560843317071691,0.9845,0.030999999999999917
mu_beta,PartialcrossTimelimited,PartialtickNoTimelimited,6000,0.6610801083578914,0.6581118545377166,0.25576176851499316,0.40255640610823445,0.9216987436836678,1.068785545570742,0.999,0.0020000000000000018
mu_beta,PartialcrossTimelimited,PartialtickTimelimited,6000,0.7374583516992534,0.735204366826965,0.36562878375437075,0.4924831441638102,0.9929526939511613,1.1213957700474197,0.9998333333333334,3.333333333332966e-4
mu_beta,PartialtickNoTimelimited,PartialtickTimelimited,6000,0.07637824334136208,0.07824131420536767,-0.29882425228509923,-0.165331477878989,0.32279637778200443,0.46047243674908356,0.6543333333333333,0.6913333333333334
mu_beta_restored,FullcrossNoTimelimited,FullcrossTimelimited,6000,-0.06544486570951223,-0.10570557939536038,-3.088256701822701,-0.8609440043720329,0.6209452509806445,2.840348313489669,0.4005,0.801
mu_beta_restored,FullcrossNoTimelimited,FulltickNoTimelimited,6000,0.1567583980897238,0.13993044077536432,-2.135930315843357,-0.4259469592337771,0.8475852022530023,2.9096056028287896,0.6496666666666666,0.7006666666666668
mu_beta_restored,FullcrossNoTimelimited,FulltickTimelimited,6000,0.33855292744202603,-0.012032947404926147,-4.043400636179845,-0.9624050500382352,0.9831798374651164,4.095439418740431,0.4871666666666667,0.9743333333333334
mu_beta_restored,FullcrossNoTimelimited,PartialcrossNoTimelimited,6000,0.44019883567068085,0.3519605318327188,-1.5818020153937826,-0.13544067835618326,1.009903285817864,2.9600795553560726,0.8485,0.30299999999999994
mu_beta_restored,FullcrossNoTimelimited,PartialcrossTimelimited,6000,0.23773290174581074,0.17820614855188055,-1.888939943144286,-0.30929838956851013,0.8310964898165805,2.693948851816785,0.7141666666666666,0.5716666666666668
mu_beta_restored,FullcrossNoTimelimited,PartialtickNoTimelimited,6000,0.5430861355325962,0.45335150528878476,-1.5226651054402007,-0.013556632709450452,1.084030720081075,2.9681406691442613,0.8976666666666666,0.20466666666666677
mu_beta_restored,FullcrossNoTimelimited,PartialtickTimelimited,6000,0.5974907819922494,0.5122793913431989,-1.5028930193438796,0.046609592382909945,1.1618677874763756,3.014977073861682,0.9108333333333334,0.17833333333333323
mu_beta_restored,FullcrossTimelimited,FulltickNoTimelimited,6000,0.22220326379923605,0.23625088315354076,-0.44649557670762496,-0.11897838954558376,0.724087204723808,1.3818327532558246,0.8083333333333333,0.3833333333333333
mu_beta_restored,FullcrossTimelimited,FulltickTimelimited,6000,0.4039977931515382,0.08624277252473421,-2.18437178183828,-0.576823750184575,0.7989670655820923,2.6314288785749698,0.587,0.8260000000000001
mu_beta_restored,FullcrossTimelimited,PartialcrossNoTimelimited,6000,0.5056437013801931,0.4437288507078056,-0.029605758972307872,0.1534786878916895,0.8990087006747679,1.5429024711574255,0.9691666666666666,0.06166666666666676
mu_beta_restored,FullcrossTimelimited,PartialcrossTimelimited,6000,0.303177767455323,0.2675961765976763,-0.24013308903950556,-0.03581941178874155,0.7040926130214356,1.3387044920612028,0.8716666666666667,0.2566666666666666
mu_beta_restored,FullcrossTimelimited,PartialtickNoTimelimited,6000,0.6085310012421085,0.5451347602395151,0.10119848269064424,0.2746387449336304,0.9714225746528257,1.6125488396541465,0.9851666666666666,0.02966666666666673
mu_beta_restored,FullcrossTimelimited,PartialtickTimelimited,6000,0.6629356477017615,0.6055279704575146,0.1567928303850225,0.33394493684644755,1.0143514881907598,1.6361065441610325,0.9866666666666667,0.026666666666666616
mu_beta_restored,FulltickNoTimelimited,FulltickTimelimited,6000,0.1817945293523022,-0.1556274798148105,-2.2107192372395414,-0.7990604915592251,0.40212578568384316,1.570816575435089,0.33166666666666667,0.6633333333333333
mu_beta_restored,FulltickNoTimelimited,PartialcrossNoTimelimited,6000,0.28344043758095705,0.21377413210896118,-0.2570845311821838,-0.05880857873285992,0.5156774481410413,0.7645643538298705,0.848,0.30400000000000005
mu_beta_restored,FulltickNoTimelimited,PartialcrossTimelimited,6000,0.08097450365608695,0.037054654131165106,-0.4575434394079496,-0.23672534107676646,0.32526449562074045,0.5817433148823383,0.5741666666666667,0.8516666666666666
mu_beta_restored,FulltickNoTimelimited,PartialtickNoTimelimited,6000,0.3863277374428724,0.3218409898452044,-0.12290944974892279,0.07064142315589401,0.5804040383772069,0.8140992653043351,0.941,0.1180000000000001
mu_beta_restored,FulltickNoTimelimited,PartialtickTimelimited,6000,0.4407323839025255,0.3751655092024746,-0.0834861515924517,0.129354833354551,0.636545109977755,0.8592763150639401,0.9616666666666667,0.07666666666666666
mu_beta_restored,FulltickTimelimited,PartialcrossNoTimelimited,6000,0.10164590822865484,0.36615252004433796,-1.2351077508159338,-0.09395591828650784,0.9623683239908661,2.322992322959531,0.8596666666666667,0.2806666666666666
mu_beta_restored,FulltickTimelimited,PartialcrossTimelimited,6000,-0.10082002569621526,0.189558037494153,-1.4269646962873055,-0.2904927041326576,0.7905749152691793,2.1651942219643376,0.7286666666666667,0.5426666666666666
mu_beta_restored,FulltickTimelimited,PartialtickNoTimelimited,6000,0.20453320809057018,0.47110661560543,-1.1007916672888474,0.013379858508362276,1.0659783862004586,2.452598888001929,0.9036666666666666,0.19266666666666676
mu_beta_restored,FulltickTimelimited,PartialtickTimelimited,6000,0.2589378545502233,0.5226941405841887,-1.100662422243001,0.07546852064197357,1.111780248987241,2.516079399858987,0.9156666666666666,0.16866666666666674
mu_beta_restored,PartialcrossNoTimelimited,PartialcrossTimelimited,6000,-0.20246593392487008,-0.17603631483094184,-0.5686942059660306,-0.41786598763773564,0.049731331338686444,0.19768050222637182,0.15783333333333333,0.31566666666666665
mu_beta_restored,PartialcrossNoTimelimited,PartialtickNoTimelimited,6000,0.10288729986191535,0.10592659451661543,-0.2434782356697324,-0.10213482443332766,0.30644939592757986,0.42603861159740136,0.753,0.494
mu_beta_restored,PartialcrossNoTimelimited,PartialtickTimelimited,6000,0.15729194632156848,0.1629018297144599,-0.192917884144044,-0.04557854553627263,0.3596267059315554,0.4723992423850049,0.8426666666666667,0.31466666666666665
mu_beta_restored,PartialcrossTimelimited,PartialtickNoTimelimited,6000,0.3053532337867854,0.28140296346817817,-0.05407837648663418,0.07959488263641999,0.4874300973201018,0.623074730706793,0.9541666666666667,0.09166666666666656
mu_beta_restored,PartialcrossTimelimited,PartialtickTimelimited,6000,0.35975788024643857,0.3364343644612062,0.010581664280011624,0.14050929961290243,0.5351983954460984,0.6663298000012153,0.9768333333333333,0.04633333333333334
mu_beta_restored,PartialtickNoTimelimited,PartialtickTimelimited,6000,0.05440464645965312,0.05170862264035164,-0.21926511019677777,-0.11447217402788687,0.22855505822830263,0.3337100014945559,0.665,0.6699999999999999
mu_gamma,FullcrossNoTimelimited,FullcrossTimelimited,6000,-0.11302052276010406,-0.1115304648241269,-0.3542490468965931,-0.27049745611067344,0.03953690079411817,0.12014805250330339,0.1735,0.347
mu_gamma,FullcrossNoTimelimited,FulltickNoTimelimited,6000,0.010780529205616425,0.011825922467170433,-0.21009788026168896,-0.13527764849487436,0.1542734004353515,0.22892388119157484,0.5413333333333333,0.9173333333333333
mu_gamma,FullcrossNoTimelimited,FulltickTimelimited,6000,-0.1497947438777748,-0.1510086360810422,-0.3848014668315512,-0.30110558905899154,0.0027303046702369304,0.08834190491392481,0.10366666666666667,0.20733333333333334
mu_gamma,FullcrossNoTimelimited,PartialcrossNoTimelimited,6000,-0.29628250782074017,-0.29549017107920716,-0.5424326546451623,-0.4541534393655059,-0.13729272516654092,-0.053587054463122126,0.0075,0.015
mu_gamma,FullcrossNoTimelimited,PartialcrossTimelimited,6000,-0.5038205051036272,-0.5033706934559747,-0.7441137166065682,-0.6602438277314157,-0.34941026727172164,-0.2703358100719434,0,0
mu_gamma,FullcrossNoTimelimited,PartialtickNoTimelimited,6000,-0.22344641730626255,-0.22431690748562055,-0.46749365659112907,-0.3775224734089907,-0.06767246238492898,0.019435609687149618,0.0345,0.069
mu_gamma,FullcrossNoTimelimited,PartialtickTimelimited,6000,-0.32334499572326025,-0.32308207483747675,-0.5551473179689072,-0.4759995276004715,-0.17325267063370803,-0.0901220431384324,0.005,0.01
