draw,group,alpha,beta_restored,gamma
120,Accept,1.379176218359201,-0.21998062742397476,0.15664877134446795
120,Reject,1.2445486102569823,-0.2275570122807032,0.11386592696701019
121,Accept,1.446729217072532,-0.3750024620642247,0.19957410445612425
121,Reject,0.8514773836435372,0.06382802925091932,0.1692845015846451
122,Accept,0.9604647414689214,-0.49088153364023296,0.18914413405023825
122,Reject,1.2954122627458282,-0.07508590386290415,0.19016401689339166
123,Accept,1.2959675476582677,-0.46299349435180126,0.12180959291557678
123,Reject,1.1826042983344391,-0.16159250082892504,0.18714374034640277
124,Accept,1.6144470617694469,-0.294166772149538,0.15761446089158138
124,Reject,0.9652003605841446,-0.013281190455407751,0.10153802843119039
125,Accept,1.290468151321312,-0.3734501706878267,0.06767777308047558
125,Reject,0.9028713199444265,-0.18376445068452404,0.10609878423453374
126,Accept,1.2128499774157908,-0.06554631412829673,0.14697971610868726
126,Reject,0.8839221173398482,-0.2030984782778841,0.15584110565495224
127,Accept,1.2965404149516475,-0.08135750553749962,0.15515390286951555
127,Reject,1.0004213401660629,-0.12740510178898395,0.17858784220017943
128,Accept,1.397371266980667,-0.06988447702420658,0.10027986714287299
128,Reject,1.042480846246602,-0.10449183271402251,0.2490372183439005
129,Accept,1.2275764582282171,-0.2644881496463407,0.06299327482566404
129,Reject,1.1440710792660946,-0.16141402600717655,0.24207510462202722
130,Accept,1.5080130690469102,-0.219558088608459,0.0531576987774826
130,Reject,0.6579013494034461,0.09884415203499304,0.1568888988595898
131,Accept,1.4469129180455669,-0.28281933951478905,0.0830938975601771
131,Reject,0.8657470912141114,-0.14945642098990025,0.21949504765569008
132,Accept,1.4774945760881448,-0.3762042029295013,0.07701959829140927
132,Reject,1.3006027207693482,-0.1062057155795745,0.20373414223787775
133,Accept,1.3481353058099685,-0.14357223385177004,0.10936408520580752
133,Reject,0.7846379982226702,-0.13485253167550806,0.24375125219208346
134,Accept,1.4355255687190376,-0.29733886035219415,0.20407534604901484
134,Reject,1.0797767180318005,-0.15729365915537366,0.15859647650748182
135,Accept,1.4708407334614269,-0.35673592125195297,3.6293940021797297e-4
135,Reject,1.007744617335739,-0.07137243962028678,0.15054056454503945
136,Accept,1.2525120614382108,-0.19912354820329442,0.09376097963961041
136,Reject,1.088468820225986,-0.15030150256498698,0.1642775257373734
137,Accept,1.2677680198906631,-0.2956315979501458,0.10757783226958853
137,Reject,0.9724273230290134,-0.18809391352176316,0.11251289253646654
138,Accept,1.250697162388757,-0.12734256144799025,0.09398780301209317
138,Reject,0.9538301368116391,-0.1947856684889415,0.19596345412571303
139,Accept,1.4199897142795117,-0.11098608090484591,0.1905056067320084
139,Reject,0.9855864493014201,0.009835336123708228,0.13730799057368365
140,Accept,1.1373989935954754,-0.315178097486157,0.1824077624644883
140,Reject,0.944502086767955,-0.141330035593669,0.13482373405381431
141,Accept,1.3304355531929528,-0.26591928987448843,0.11917267046593957
141,Reject,1.237887071013444,-0.004471065831838105,0.14859780238703318
142,Accept,1.4100429873121634,-0.17116074781321933,0.11629100268181268
142,Reject,1.0263597959124877,-0.07926143686632416,0.21522862001730797
143,Accept,1.1732491523292568,-0.24979700883887423,0.1059867443393765
143,Reject,1.1172374857739744,0.09144030026081927,0.17471423890781324
144,Accept,1.457038958791958,-0.26593681488314813,0.2056881399648507
144,Reject,1.0419283786371163,-0.07606299929562657,0.2436689547957269
145,Accept,1.3296049722854653,-0.3186089894009948,0.08129473788114569
145,Reject,0.7261866837434097,-0.29760311429908876,0.24634615389992906
146,Accept,1.2548889422347682,-0.2950441466318407,0.0955532169157942
146,Reject,1.2122097707403832,-0.14298215935652647,0.20037387280622396
147,Accept,1.1081223537203124,-0.3294161564817707,0.12102440871084867
147,Reject,0.798759113651436,-0.010583521363912628,0.20386263666720683
